Gene,Fusion
TRIM65,10750
SMARCC2,7911
INTS12,2237
MGAT1,3555
NAB2,7911
RPL23,10750
CHL1,3979
KCNJ15,1907
TIPRL,14499
DCAF6,14499
TADA1,14499
CDK5RAP1,2888
CLPTM1,8481
AP1G2,6514
FARP1,1058
RALGAPB,2888
TSC22D2,3979
ZNF587,8481
LINC00493,2888
DHX40,10750
TMEM105,10750
WSB1,10750
HDAC5,10750
EME1,10750
KCNJ2,10750
CFTR,12397
ARHGAP27,10750
FGL1,5194
SPHK1,10750
CACTIN,8481
ZFR2,8481
ADAMTS9,3979
ASPSCR1,10750
ACBD4,10750
LRRN2,14499
HAAO,9803
SLC25A26,3979
BAP1,3979
MKRN2OS,3979
POTEKP,9803
LINC01087,9803
EMC10,8481
SMAD5,3555
RBBP8NL,2888
CABLES2,2888
SIRT7,10750
SYVN1,9113
BCAP31,3226
CTNNBIP1,14499
PLEKHG3,6514
TMEM9,14499
SRSF6,2888
DDAH2,3150
UTP20,7911
PKIG,2888
FAM118B,9113
KIRREL3-AS1,9113
AC024084.1,12397
AC009784.3,12397
SPATS2L,9803
AC004221.2,8481
NPC2,6514
RCAN3,14499
SRRM1,14499
ATR,3979
GRAMD1C,3979
SCNN1G,5049
CASP9,14499
AC084809.3,10750
LOX,3555
ANGPTL2,4233
CYB561,10750
GNA12,12397
F8,3226
CLIC2,3226
MAN2B2,2237
KIAA1191,3555
EIF4EBP1,5194
ERGIC2,7911
CHRNA6,5194
ICE1,3555
MARCH11,3555
HEXDC,10750
BID,3475
XXBAC-B461K10.4,3475
LPCAT1,3555
SKP2,3555
THSD4,8400
LRRC49,8400
CEP72,3555
ZDHHC11B,3555
GPR132,6514
LINC01484,3555
BOD1,3555
OSMR-AS1,3555
C9,3555
TMEM87B,9803
MERTK,9803
PUS7,12397
SRPK2,12397
AC016629.3,8481
APPL1,3979
SGPL1,2967
COPS2,8400
SECISBP2L,8400
EHHADH,3979
C8ORF31,5194
CDYL2,5049
ZNF19,5049
SLC26A8,3150
TUSC3,5194
POLB,5194
BCAS2P1,9113
PCF11,9113
ARHGEF10,5194
KLK3,8481
GLMP,14499
PRTN3,8481
APOC4-APOC2,8481
PDCD6IPP1,8400
PYGL,6514
PRSS57,8481
EXOC4,12397
DNMT3B,2888
ELAC2,10750
TUG1,3475
TJP1,8400
PYGO2,14499
ATP13A2,14499
SHC1,14499
TTC17,9113
EXOSC2,4233
TSPO,3475
USP1,14499
GUSB,12397
CDC6,10750
ANKRD26P1,5049
SRP54,6514
CCDC175,6514
CDX2,1058
PDX1-AS1,1058
ANXA7,2967
GNLY,9803
PMM2,5049
BTRC,2967
LBX1-AS1,2967
RBM33,12397
ETFA,8400
GPSM2,14499
P3H4,10750
CPSF7,9113
ASPHD2,3475
SRRD,3475
HSPBP1,8481
MGAT5B,10750
RBBP7,3226
DDX3X,3226
EIF1B,3979
TSPAN15,2967
TAF3,2967
TBC1D17,8481
GLS,9803
GNS,7911
TRAK1,3979
CADM1,9113
HSPH1,1058
IL17RA,3475
MRPS34,5049
NOA1,2237
NT5C2,2967
CPSF3L,14499
PDE1C,12397
POLR2G,9113
MRPS2,4233
RAN,7911
SNTA1,2888
PDLIM1,2967
KARS,5049
TRAPPC2L,5049
NLRP1,10750
WBP5,3226
DISC1FP1,9113
KIF13A,3150
THBS2,3150
RUSC1-AS1,14499
DHH,7911
RHEBL1,7911
RANBP6,4233
KIAA2026,4233
C20ORF194,2888
GABPB1-AS1,8400
TBC1D22B,3150
ISM1,2888
BLVRB,8481
SERTAD3,8481
PRICKLE2,3979
ZNF177,8481
CCDC105,8481
ZNF559-ZNF177,8481
GATAD1,12397
GDPD1,10750
AC022182.3,5194
LINC01602,5194
FAM110B,5194
SEC24B-AS1,2237
WDR13,3226
VN1R110P,3226
TFE3,3226
AP003419.11,9113
FAM53B,2967
GVINP1,9113
MRPL17,9113
AC011558.5,8481
PSMB9,3150
REL,9803
OVCH1-AS1,7911
GNA11,8481
PPP3CC,5194
DAZL,3979
FN3KRP,10750
ARHGEF12,9113
TSPAN11,7911
KDM4D,9113
KIAA0391,6514
CAMKK2,7911
P2RX4,7911
EVX1,12397
ZSCAN5B,8481
C17ORF77,10750
STRN3,6514
IQSEC3,7911
CCT6P1,12397
VKORC1L1,12397
EXOSC3,4233
CA5BP1,3226
GS1-594A7.3,3226
LINC00315,1907
ABHD17AP3,14499
ANKUB1,3979
SEMA3A,12397
WBSCR22,12397
OSBPL9,14499
IGF2BP2,3979
LIPH,3979
IKBKB,5194
ST3GAL6,3979
POM121,12397
RUNX1T1,5194
FAM189A1,8400
TM7SF3,7911
C20ORF24,2888
CLK3,8400
TARS,3555
EEF1G,9113
GART,1907
KAT2A,10750
MED17,9113
SBF1,3475
ANAPC5,7911
STYX,6514
WDR27,3150
SUGP2,8481
HNF1A-AS1,7911
POP5,7911
ATF1,7911
LINC00592,7911
LANCL1-AS1,9803
SRGAP3,3979
IFIH1,9803
MED16,8481
CRTC3-AS1,8400
TAOK3,7911
ANKRD46,5194
SNX31,5194
FAM134A,9803
MFSD6,9803
UBE2H,12397
ACOX1,10750
CENPF,14499
DRAM1,7911
RPS23,3555
SHANK3,3475
MCM3AP,1907
PTGIS,2888
PTPDC1,4233
RRM1,9113
MLF2,7911
TGOLN2,9803
CREM,2967
SCARF2,3475
ZNF74,3475
EML6,9803
FAM195B,10750
LINC01440,2888
AL163953.3,6514
PTGER2,6514
FAM135B,5194
CH17-373J23.1,14499
GTF2IP9,12397
LINC00174,12397
ARL16,10750
BRPF1,3979
CPNE9,3979
GTPBP6,3226
STS,3226
IFIT3,2967
LIPJ,2967
DHX36,3979
KCNAB1,3979
NBEAL1,9803
SCPEP1,10750
EVPL,10750
SRP68,10750
TBCB,8481
WDR62,8481
GAN,5049
BCO1,5049
ZNF407,1207
IGHMBP2,9113
SPTBN2,9113
CRYGN,12397
WDR86,12397
PIGU,2888
FOXK1,12397
DNAJC15,1058
C10ORF95,2967
CUEDC2,2967
ABHD18,2237
LARP1B,2237
AMZ2,10750
THRB-AS1,3979
AC133680.1,3979
EML1,6514
YY1,6514
PPP1R1C,9803
SSFA2,9803
CASKIN1,5049
GNL1,3150
GOLGA3,7911
IPO7,9113
ZNF143,9113
AK4,14499
ARHGAP1,9113
PTPRK,3150
LNPEP,3555
FAM171A2,10750
MYL4,10750
GABRA4,2237
CFAP70,2967
CAPRIN2,7911
UBE2E1,3979
RPL15,3979
KCTD16,3555
BDNF,9113
MAPKAP1,4233
PLCL2,3979
CPVL,12397
JAZF1,12397
AIF1L,4233
PLPPR3,8481
MIA,8481
MIA-RAB4B,8481
FAM49B,5194
MRPL51,7911
ADAMTS6,3555
TP53BP2,14499
ARF3,7911
PPIL2,3475
CCK,3979
ABHD12,2888
MROH9,14499
PATZ1,3475
KDM6A,3226
STPG1,14499
USP12,1058
POLR1D,1058
THYN1,9113
SPATA19,9113
CCDC92,7911
LAMP2,3226
ZDHHC15,3226
LINC00850,3226
MAGEA8,3226
ADAM17,9803
PSMA7,2888
FAM20C,12397
SNED1,9803
FHL3,14499
POGZ,14499
ZFPM2,5194
PI4KB,14499
UQCC1,2888
GZMA,3555
AMBRA1,9113
C11ORF54,9113
LINC01502,4233
SLAIN2,2237
TMEM255B,1058
TMEM156,2237
AUTS2,12397
AP000438.2,9113
ATP5J2,12397
SNX1,8400
IRF2,2237
LINC01060,2237
SLC9B1,2237
CLCN3,2237
EMILIN2,1207
RAB3GAP2,14499
CERK,3475
SMARCA2,4233
APLP1,8481
PDZD8,2967
CISD2,2237
FLG,14499
DESI1,3475
SKIL,3979
C17ORF98,10750
MLANA,4233
RGS1,14499
PTTG1IP,1907
E2F3,3150
IGHA1,6514
ABI1,2967
IRAK3,7911
DERL3,3475
TMC8,10750
PARP1,14499
CASC5,8400
GMPPB,3979
CST7,2888
GARS,12397
WNT10B,7911
MOCS2,3555
KIAA0355,8481
KIF1B,14499
UBE4B,14499
ZNF706,5194
AC004893.11,12397
TTK,3150
SH3BGRL2,3150
BOLA3,9803
CCDC142,9803
MRPL53,9803
MDN1,3150
LYRM2,3150
CH507-9B2.3,1907
DCAF10,4233
ZNF587B,8481
PTGR1,4233
RNASE10,6514
SLC1A2,9113
PLPP4,2967
DYNLRB2,5049
WDR11,2967
APIP,9113
TRIP6,12397
SRRT,12397
ATP5A1,1207
DYNLL1,7911
PLCB3,9113
THOP1,8481
ZNF554,8481
ZNF415,8481
KIAA1429,5194
CCL15,10750
RDH13,8481
TSEN34,8481
CYP39A1,3150
LRCH3,3979
HNRNPUL2,9113
RAB37,10750
MDH1,9803
LINC01278,3226
PKD2,2237
ATP2B3,3226
GLIS2-AS1,5049
KPNA1,3979
EEFSEC,3979
ZNF646,5049
CTF1,5049
ABCA4,14499
NME7,14499
FUBP3,4233
DEGS2,6514
FOSL2,9803
HIST1H2BF,3150
PCOLCE-AS1,12397
RNGTT,3150
CFAP43,2967
AIFM1,3226
AIP,9113
ATP1B3,3979
ZFPL1,9113
C19ORF66,8481
ERO1A,6514
NAB1,9803
POFUT1,2888
PLEKHH3,10750
RELT,9113
CALML5,2967
ZBTB4,10750
TCIRG1,9113
TMEM150A,9803
RGL2,3150
CECR5,3475
MIAT,3475
SULT4A1,3475
KB-226F1.2,3475
DDT,3475
GTPBP1,3475
CPNE2,5049
ACR,3475
COL8A1,3979
CD276,8400
PGK1,3226
REC8,6514
COL23A1,3555
ZNF667-AS1,8481
ZNF471,8481
GACAT2,1207
TOMM20P3,1207
MAGED1,3226
NAV1,14499
ARHGAP24,2237
NFKBIZ,3979
SSC5D,8481
ALDH16A1,8481
MED25,8481
HIST1H1C,3150
ALDH5A1,3150
CARM1,8481
LA16C-321D4.2,5049
ZSCAN10,5049
RAPGEF1,4233
TCF4,1207
TXNL1,1207
C9ORF24,4233
KIAA1161,4233
COX18,2237
METTL17,6514
SCIMP,10750
ZNF594,10750
CNFN,8481
LIPE-AS1,8481
FAM171B,9803
CCDC149,2237
CROCCP5,14499
NBPF3,14499
DHRSX,3226
TCEANC,3226
EDEM3,14499
FAM129A,14499
CYBA,5049
GLTSCR1,8481
KCNK9,5194
MTHFD2,9803
NFIL3,4233
AUH,4233
PATL1,9113
RSL1D1,5049
SAT1,3226
WDR7,1207
IGLV4-60,3475
TMEM117,7911
FARS2,3150
ENTPD2,4233
SSBP2,3555
CCL3L3,10750
NUSAP1,8400
OIP5-AS1,8400
EMC1,14499
NAA10,3226
ARHGAP4,3226
FARP2,9803
EPB41L1,2888
BRWD3,3226
HMGN5,3226
SHTN1,2967
POLE4,9803
HK2,9803
TULP3,7911
FKBP4,7911
TBX10,9113
AGBL4,14499
ATP6V0A4,12397
TMEM213,12397
ST7-AS1,12397
LINC01510,12397
PGC,3150
LINC01376,9803
SVOPL,12397
ST7-OT4,12397
SCARB2,2237
ZNF320,8481
PNCK,3226
JKAMP,6514
TRAV35,6514
ZZEF1,10750
HORMAD2-AS1,3475
SLC38A2,7911
KCNV1,5194
AKR7A3,14499
ABCF1,3150
GPANK1,3150
HNRNPC,6514
MAN1C1,14499
TTC14,3979
PPIP5K2,3555
RUNX2,3150
KCNMB2-AS1,3979
SEMA6B,8481
VDR,7911
CACNA2D4,7911
CCT2,7911
MYRFL,7911
RAB3IP,7911
CNOT2,7911
LRTM2,7911
RPAP3,7911
AC025263.3,7911
BEST3,7911
ENDOU,7911
C12ORF54,7911
SLC35E3,7911
LINC00935,7911
OR7H1P,8481
SLC6A7,3555
CCNT1,7911
MANBA,2237
DHRS7,6514
EIF2S1,6514
ZNF776,8481
NLRP4,8481
LINC01481,7911
GFRA1,2967
INHBA,12397
TRA2A,12397
IGF2BP3,12397
MDM2,7911
TTLL5,6514
DES,9803
ERI3,14499
CNTLN,4233
ADAMTSL1,4233
BNC1,8400
ACYP2,9803
CD37,8481
NRXN1,9803
PIGO,4233
IFT88,1058
R3HDML,2888
TOX,5194
MXD1,9803
EHBP1,9803
AC092155.4,9803
RGL1,14499
MNAT1,6514
SLC38A6,6514
CORO2A,4233
HGH1,5194
MVP,5049
PRELP,14499
SH3BGRL3,14499
SERTAD2,9803
PRG4,14499
ZNF7,5194
C8ORF33,5194
RPS24,2967
CAMK2G,2967
OSBPL6,9803
AC005037.3,9803
OSBPL7,10750
CUL3,9803
STAP2,8481
PRAP1,2967
SNRPA1,8400
ADAMTS7,8400
CALCOCO2,10750
SPCS1,3979
TEX35,14499
TXN,4233
AC005498.4,8481
ZNF582,8481
AC006116.21,8481
NOTCH1,4233
BCL7A,7911
STIP1,9113
ACAP1,10750
ILF3-AS1,8481
ANKRD52,7911
ZNF444,8481
CACNB1,10750
ARL5C,10750
DNA2,2967
FEM1A,8481
KIAA1109,2237
PPT2,3150
AFF4,3555
PPT2-EGFL8,3150
TPGS2,1207
PSMA1,9113
UCHL3,1058
PARPBP,7911
WIPI2,12397
TRAPPC6B,6514
LRP8,14499
APOBEC3B-AS1,3475
SOX10,3475
CCDC39,3979
DGCR2,3475
EP400NL,7911
PUF60,5194
KATNA1,3150
NSA2,3555
SNX5,2888
F2R,3555
PIK3CD,14499
TMEM161A,8481
RAB5A,3979
PSMD1,9803
HIVEP1,3150
SCO1,10750
BTBD1,8400
SOGA1,2888
TSC22D1,1058
DCAF8,14499
IQCE,12397
TRIB3,2888
CYP1B1,9803
AADAC,3979
SUCNR1,3979
ZFAND3,3150
CFB,3150
ZNRF2P1,12397
DPY19L1P2,12397
GTF3C2,9803
FKBP1A,2888
BORA,1058
POPDC3,3150
SDCBP2-AS1,2888
RRNAD1,14499
CTSS,14499
RSBN1,14499
PHTF1,14499
LMO7,1058
SCEL,1058
WDTC1,14499
CSF3,10750
GLT8D1,3979
GTPBP2,3150
ABCA7,8481
POLDIP3,3475
DDX42,10750
CAMSAP3,8481
ISOC1,3555
RGS11,5049
HOXB3,10750
IBTK,3150
WDR26,14499
PAK4,8481
PDCD4,2967
AMIGO3,3979
TAB3,3226
RPS9,8481
PLXDC1,10750
ZNF362,14499
CEP131,10750
FBXO3,9113
UPK2,9113
CDC25B,2888
GALNT11,12397
JRKL-AS1,9113
CCDC82,9113
SYNE4,8481
C19ORF70,8481
GZMM,8481
CLEC4D,7911
ZRANB2,14499
WDR78,14499
ZNF565,8481
GS1-293C5.1,12397
ZNF585B,8481
MID1IP1,3226
UGGT1,9803
SLC43A2,10750
DMXL2,8400
CYP19A1,8400
SERPINF1,10750
PEX5L,3979
SPAG7,10750
EIF2AK1,12397
PMS2,12397
NLGN1,3979
PEX5L-AS1,3979
RBMXL1,14499
GABRP,3555
SH3GL3,8400
ZFYVE27,2967
YTHDF2,14499
TAF12,14499
ESYT2,12397
NCAPG2,12397
ARX,3226
CLCN3P1,4233
FREM1,4233
HEXIM2,10750
NMT1,10750
LINC00662,8481
ERVK-28,8481
RBM10,3226
ADAM18,5194
ZFP64,2888
AC099850.1,10750
TXLNG,3226
CA4,10750
FCHO1,8481
HACD2,3979
RAD51C,10750
AP4B1-AS1,14499
ADAMTS19,3555
SLC27A6,3555
ZMYND8,2888
GPR37L1,14499
TAF4,2888
ABCA5,10750
EMCN,2237
DCLRE1B,14499
SARNP,7911
MMP19,7911
ARRB1,9113
MAP6,9113
PNPLA7,4233
KCND3,14499
ENO3,10750
PRMT2,1907
DSCAM-AS1,1907
ULBP1,3150
HIPK1,14499
DENND2C,14499
PDE8A,8400
POP1,5194
RNF126,8481
KLHL35,9113
OTUD5,3226
GRIPAP1,3226
RNF41,7911
APOF,7911
RGS17,3150
VAV3,14499
PSMD14,9803
METTL10,2967
FAM175B,2967
WDR66,7911
XXBAC-B33L19.4,3475
ZNF619,3979
HIP1,12397
SPAG1,5194
UPK3B,12397
FAM127A,3226
GPRC5C,10750
SPON1,9113
SCIN,12397
WDR1,2237
ZDHHC16,2967
PPP1R2,3979
MYNN,3979
YDJC,3475
FPR2,8481
EDC3,8400
UBL7,8400
ATF7IP,7911
IDUA,2237
AC073321.4,9803
ACTG1P17,8400
AC105339.1,8400
PLEKHM2,14499
NTSR2,9803
BPHL,3150
AP000462.2,9113
CACNA1A,8481
DYM,1207
PDS5A,2237
EPGN,2237
SLBP,2237
DENND1B,14499
TH2LCRR,3555
EPX,10750
STAM2,9803
XPNPEP3,3475
CBLB,3979
ALCAM,3979
KRT16P6,10750
SLFN5,10750
USP43,10750
AHSP,5049
GNB1L,3475
SEPT5,3475
ANKRD34A,14499
GREB1L,1207
MFAP4,10750
TTC23L,3555
PNPT1,9803
MYRF,9113
RPS6KA3,3226
IL11,8481
PLCL2-AS1,3979
CEBPE,6514
CHCHD3,12397
DXO,3150
GM2A,3555
PTK2B,5194
PAPD4,3555
SSH1,7911
LANCL2,12397
RAVER2,14499
SFXN4,2967
LINC01258,2237
FBXL12,8481
E2F5,5194
CPNE8,7911
CHAF1A,8481
LINC00162,1907
LINC00163,1907
MUC2,9113
AACS,7911
EPM2AIP1,3979
AC024592.9,8481
LINC01356,14499
HECTD1,6514
SDHC,14499
NDUFS2,14499
ATOH8,9803
NEDD4L,1207
CTTNBP2,12397
CSDE1,14499
RPS21,2888
PYCRL,5194
VPS37B,7911
PITPNM2,7911
TNPO1,3555
NIFK,9803
SLC2A6,4233
CYTH3,12397
STARD7,9803
GAREML,9803
ST7L,14499
DDX6,9113
ZNF571-AS1,8481
ZNF540,8481
C14ORF166,6514
SLC25A21,6514
RPL31P11,14499
CASP7,2967
PLEKHS1,2967
XX-FW83563B9.5,3226
FERMT3,9113
MMRN1,2237
PHKB,5049
MSRB3,7911
PPP4R3B,9803
SMIM10L1,7911
CDHR3,12397
DCLK2,2237
MXD4,2237
MANF,3979
RSPO3,3150
TRAF5,14499
LINC00467,14499
ARHGAP11B,8400
GOLGA8UP,8400
C1ORF101,14499
DESI2,14499
PES1,3475
NEURL1B,3555
ARHGEF9,3226
CDON,9113
CRIP2,6514
UNKL,5049
MBTPS1,5049
MITF,3979
SH3GLB1,14499
PALD1,2967
RAF1,3979
RRP1,1907
FBXO9,3150
LAMTOR5,14499
SKI,14499
TPP1,9113
ZKSCAN5,12397
ZNF469,5049
UBE2G2,1907
ZNF703,5194
LINC00317,1907
AF241725.6,1907
CEP170,14499
SDCCAG8,14499
VAC14,5049
SMR3B,2237
PROL1,2237
TEFM,10750
RPL36,8481
CATSPERD,8481
DHX8,10750
EPHB2,14499
HEMK1,3979
PITPNM1,9113
PLEKHA3,9803
TTN-AS1,9803
SIRT2,8481
EPRS,14499
PCNXL2,14499
PDSS1,2967
RASGRF2-AS1,3555
DNASE2,8481
SRSF10,14499
BNIP3,2967
ZNF335,2888
C1ORF174,14499
TIMM13,8481
EML5,6514
MED14,3226
KIAA0141,3555
LINC-PINT,12397
CARKD,1058
RUSC1,14499
STXBP5,3150
TSEN15,14499
ZMAT2,3555
LDB2,2237
ZNF559,8481
CCDC42,10750
RAP1GAP2,10750
SMG6,10750
MYO15A,10750
KRBA2,10750
NAA38,10750
ARL15,3555
FBXO24,12397
COX10-AS1,10750
ERBB4,9803
LL0XNC01-237H1.2,3226
AVL9,12397
LINC00997,12397
RAB2B,6514
RPPH1,6514
CACNA2D1,12397
ABCB1,12397
DIAPH2,3226
ADGRL2,14499
SYCP2L,3150
CASC15,3150
ZNF806,9803
MGST3,14499
RAB2A,5194
RAP1GDS1,2237
C4ORF33,2237
UHRF2,4233
KDM4C,4233
RANBP9,3150
ERVFRD-1,3150
FAM50A,3226
ARRB2,10750
EPB41L2,3150
CTDNEP1,10750
EOGT,3979
FBXL18,12397
GPR155,9803
CIR1,9803
ZKSCAN1,12397
LINC01252,7911
PSME3,10750
DOK1,9803
NDUFS1,9803
C17ORF62,10750
GYG1,3979
TATDN3,14499
NUP58,1058
RAC2,3475
MICU2,1058
RIC8A,9113
GZMB,6514
SCAF1,8481
SNTG2,9803
SSR2,14499
GPD1,7911
TMA7,3979
METTL21A,9803
TOX4,6514
TBK1,7911
USMG5,2967
CALHM2,2967
USP19,3979
CD93,2888
MRGPRD,9113
CELSR1,3475
PDZD2,3555
TRIM14,4233
PFDN6,3150
CHRM3-AS2,14499
PIGC,14499
NFKBIL1,3150
PHF1,3150
HIVEP3,14499
ST6GALNAC5,14499
ZNF687,14499
TRIB2,9803
BUB1B,8400
IFT172,9803
GPN2,14499
NOTCH2,14499
NPTX1,10750
VANGL1,14499
GLRB,2237
CTR9,9113
RXRB,3150
IMPG1,3150
AC007563.5,9803
FURIN,8400
LMOD1,14499
ANKH,3555
ANXA11,2967
WFS1,2237
PAMR1,9113
FENDRR,5049
PM20D1,14499
SLC41A1,14499
UBE3A,8400
PCSK1,3555
TRIB1,5194
CXORF40A,3226
LINC00184,14499
AIG1,3150
DDX23,7911
CCNB1,3555
SYPL1,12397
LARP6,8400
RPL7A,4233
STK39,9803
MYL12A,1207
TMEM54,14499
MAPKAPK3,3979
ARSD,3226
SEC61G,12397
LINC01445,12397
SLC25A5P3,12397
ZNF33A,2967
LINC00839,2967
VCAM1,14499
CADM3,14499
PSAT1,4233
HMGB1,1058
ITGA1,3555
MAP1A,8400
IL22,7911
P3H1,14499
ATP6AP2,3226
ATRN,2888
BRSK1,8481
CDH2,1207
FAM114A1,2237
GSTK1,12397
HEXB,3555
KCNG1,2888
MYO19,10750
PLEKHA5,7911
STARD13,1058
SSR1,3150
COL21A1,3150
AGPAT1,3150
EFEMP2,9113
GPSM1,4233
HOXA11-AS,12397
MFAP2,14499
NBR1,10750
PAQR4,5049
SGCB,2237
GUCD1,3475
SLC39A13,9113
SPPL2A,8400
TCEB3,14499
WNT5A,3979
SMARCD2,10750
FTSJ3,10750
PIK3R1,3555
POLE3,4233
TTPA,5194
GGH,5194
PNP,6514
PROCA1,10750
TMEM33,2237
SNRPD1,1207
AC008163.4,12397
PHF12,10750
NFXL1,2237
GABRB1,2237
SLC22A1,3150
NALCN,1058
LINC00393,1058
PMM1,3475
BMPR1A,2967
ITGAE,10750
RANBP3,8481
RFX2,8481
SGTB,3555
BACH2,3150
AC013733.4,9803
NEUROD1,9803
EFNA4,14499
C11ORF1,9113
ZFYVE28,2237
REXO1,8481
ATP8B3,8481
METTL16,10750
DKFZP434A062,4233
RPS15,8481
BFSP2-AS1,3979
PRIM1,7911
AC018816.3,3979
LINC00907,1207
MTFR1,5194
TFRC,3979
FAM178B,9803
WDR20,6514
CCDC187,4233
BTG2,14499
CFDP1,5049
PXK,3979
ST8SIA6,2967
ENAM,2237
UTP3,2237
NR2C2,3979
PLXNC1,7911
CRADD,7911
USP15,7911
MON2,7911
BMP2K,2237
LINC00534,5194
DECR1,5194
SAMHD1,2888
USP48,14499
GSDMC,5194
YBX2,10750
SAMSN1,1907
SLC10A5P1,5194
IMPA1P,5194
HBG2,9113
WASF3,1058
XPO4,1058
XRCC3,6514
TLN1,4233
PPP1CC,7911
HAUS7,3226
TREX2,3226
PHKA1,3226
USP9Y,70
PPIG,9803
NAT8L,2237
ZBTB20,3979
LSAMP,3979
UBL4A,3226
MIR548XHG,1907
ACOT7,14499
ZNF350,8481
AC002314.4,8481
C17ORF104,10750
PDE4A,8481
UPK1A-AS1,8481
SPATA17,14499
CHCHD5,9803
URB2,14499
HMGB1P26,14499
IQCB1,3979
DNASE1,5049
HRH4,1207
CCDC69,3555
ANXA6,3555
HSD17B1,10750
COASY,10750
DNAJC9,2967
CSK,8400
LMAN1L,8400
MTRF1L,3150
FBXO5,3150
NADK2,3555
CD40,2888
DHX37,7911
RAB8A,8481
ERN1,10750
RARS2,3150
MAP3K7,3150
LINC00472,3150
MARCH10,10750
PTPN13,2237
CORO1C,7911
ICAM2,10750
LRRC6,5194
C4ORF22,2237
BMP3,2237
ARID4B,14499
BCL6,3979
BCKDHB,3150
CENPBD1P1,8481
CYB561A3,9113
ERGIC1,3555
KATNB1,5049
CNDP2,1207
MOB3A,8481
MTMR9,5194
KCNMB4,7911
FAM35A,2967
RRM2,9803
TBC1D14,2237
PLPP2,8481
WDYHV1,5194
TMX2,9113
RNF11,14499
AC019178.2,9803
RPL32,3979
AC006445.6,2237
FCHO2,3555
TMEM174,3555
HIST1H2AL,3150
HIST3H2A,14499
TOPAZ1,3979
G6PC3,10750
AC114755.4,9803
RPL27A,9113
AP000439.1,9113
MYL6B,7911
MYL6P2,1907
ACTG1P10,3226
ACTBP2,3555
DACH1,1058
SSNA1,4233
FUT8,6514
FNTB,6514
CHURC1-FNTB,6514
CEACAM19,8481
DCP1A,3979
HOXA-AS2,12397
PRKD2,8481
URI1,8481
SLC7A10,8481
CEP70,3979
LYL1,8481
TRMT13,14499
ZNF280C,3226
SYTL1,14499
CABLES1,1207
CMPK1,14499
OSR2,5194
ATG14,6514
TBPL2,6514
TSPYL6,9803
KB-1458E12.1,5194
ASTN2,4233
FAM182B,2888
LY6K,5194
MNX1-AS2,12397
CCDC47,10750
SCN4A,10750
GLTSCR2,8481
SLC50A1,14499
DFFA,14499
MNX1-AS1,12397
MILR1,10750
MRPL30,9803
SLC45A4,5194
GLCE,8400
GET4,12397
GNB5,8400
SYK,4233
R3HDM1,9803
SGTA,8481
NR3C1,3555
CLINT1,3555
COX15,2967
LIG1,8481
EXOSC8,1058
FAM78A,4233
FAM58A,3226
NMRAL1,5049
LEF1,2237
C1ORF27,14499
RALBP1,1207
RBMX,3226
TMEM126B,9113
RHOT1,10750
RLIM,3226
COPS6,12397
CNP,10750
RUVBL1,3979
PTPN7,14499
SLC25A29,6514
SMC5,4233
SUGT1,1058
LMNB1,3555
TCL1A,6514
CMTR2,5049
TSPEAR-AS2,1907
KRTCAP2,14499
MMP20,9113
PCDH7,2237
MBOAT2,9803
SPRED1,8400
RNF111,8400
PTPRA,2888
HHLA1,5194
HMGXB3,3555
PPARGC1B,3555
OC90,5194
IGSF23,8481
PIGN,1207
WRNIP1,3150
UQCC2,3150
GSTM1,14499
LCORL,2237
MIR100HG,9113
ZNF202,9113
LRIF1,14499
NOS1AP,14499
IFI16,14499
PAG1,5194
AC060834.3,12397
GSTM2,14499
TGFB2,14499
C1ORF143,14499
ZNF484,4233
FGD3,4233
AC007326.9,3475
AC000095.9,3475
SCAPER,8400
TM6SF1,8400
SUMO3,1907
PFN2,3979
LINC00865,2967
LINC01374,2967
CHD1,3555
AC008522.1,3555
ABCB7,3226
GTF2E1,3979
NAP1L1P3,3979
PNN,6514
TM9SF3,2967
TLL2,2967
ZC2HC1B,3150
PAPD5,5049
RIT1,14499
TSSC1,9803
DCLRE1C,2967
DKK4,5194
MTX2,9803
RPSAP25,9803
IL17RD,3979
ARHGEF3,3979
MMP9,2888
SLC12A5,2888
ZNF195,9113
ADAM19,3555
SOX30,3555
AFAP1L2,2967
ABLIM1,2967
SUPT4H1,10750
SEPT4,10750
GDI1,3226
VIP,3150
PDCD10,3979
SERPINI1,3979
SLC39A9,6514
ADGRL1,8481
CST1,2888
SLC24A4,6514
MAMLD1,3226
ZNF404,8481
TIMM50,8481
TRY2P,12397
C9ORF92,4233
FSIP1,8400
STAU2,5194
MYBL1,5194
WISP2,2888
HIP1R,7911
NTF6G,8481
CGB2,8481
DNAJB1,8481
SUPT6H,10750
GNG7,8481
PALM,8481
MAGI2,12397
SEL1L3,2237
TTYH2,10750
VTI1A,2967
MCAT,3475
WDFY2,1058
SERPINE3,1058
UBE2D1,2967
PSEN1,6514
CENPP,4233
QRICH1,3979
ACSBG1,8400
LINC00664,8481
UPF1,8481
SLC35G1,2967
ZNF365,2967
GPR158-AS1,2967
ZNF429,8481
HEATR4,6514
PTPRZ1,12397
EDEM2,2888
IPMK,2967
PRKG1,2967
RTKN2,2967
PRPF40B,7911
COQ5,7911
JMJD1C,2967
FLG-AS1,14499
LDB1,2967
PDE11A,9803
NAPEPLD,12397
ITGB1BP1,9803
CCDC163P,14499
PURB,12397
LEUTX,8481
TEAD4,7911
AMN1,7911
